r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.7225601663931617,0.7225444598808424,118.70278883518536,46003.85825366288,0,1,-109449.7863879471,218905.5727758942,218928.9109673961,248891979.0925547,17664,17666
