test_date,county,new_positives,total_number_of_tests_performed
2023-07-10,Finger Lakes,10,111
2023-07-10,Franklin,1,9
2023-07-10,Fulton,0,4
2023-07-10,Genesee,0,7
2023-07-10,Greene,1,3
2023-07-10,Hamilton,0,0
2023-07-10,Herkimer,0,10
2023-07-10,Jefferson,2,50
2023-07-10,Kings,40,757
2023-07-10,Lewis,0,4
2023-07-10,Livingston,1,3
2023-07-10,Long Island,38,725
2023-07-10,Madison,0,11
2023-07-10,Mid-Hudson,48,669
2023-07-10,Mohawk Valley,6,95
2023-07-10,Monroe,9,73
2023-07-10,Montgomery,0,2
2023-07-10,Nassau,22,400
2023-07-10,New York,30,410
2023-07-10,New York City,141,2451
2023-07-10,Niagara,1,12
2023-07-10,North Country,5,126
2023-07-10,Oneida,3,72
2023-07-10,Onondaga,6,109
2023-07-10,Ontario,0,5
2023-07-10,Orange,14,131
2023-07-10,Orleans,0,1
2023-07-10,Oswego,0,39
2023-07-10,Otsego,3,4
2023-07-10,Putnam,0,19
2023-07-10,Queens,42,623
2023-07-10,Rensselaer,0,21
2023-07-10,Richmond,6,93
2023-07-10,Rockland,5,82
2023-07-10,STATEWIDE,285,4630
2023-07-10,Saratoga,4,59
2023-07-10,Schenectady,2,16
2023-07-10,Schoharie,0,3
2023-07-10,Schuyler,0,0
2023-07-10,Seneca,0,10
2023-07-10,Southern Tier,8,55
2023-07-10,St. Lawrence,0,42
2023-07-10,Steuben,0,5
2023-07-10,Suffolk,16,325
2023-07-10,Sullivan,2,11
2023-07-10,Tioga,0,0
2023-07-10,Tompkins,3,8
2023-07-10,Ulster,2,21
2023-07-10,Warren,1,6
2023-07-10,Washington,0,2
2023-07-10,Wayne,0,10
2023-07-10,Westchester,21,371
2023-07-10,Western New York,8,60
2023-07-10,Wyoming,0,1
2023-07-10,Yates,0,1
2023-07-09,Albany,2,33
2023-07-09,Allegany,1,1
2023-07-09,Bronx,36,635
2023-07-09,Broome,0,1
2023-07-09,Capital Region,7,114
2023-07-09,Cattaraugus,0,1
2023-07-09,Cayuga,2,12
2023-07-09,Central New York,4,161
2023-07-09,Chautauqua,2,7
2023-07-09,Chemung,0,8
2023-07-09,Chenango,0,0
2023-07-09,Clinton,0,21
2023-07-09,Columbia,0,5
2023-07-09,Cortland,0,5
2023-07-09,Delaware,0,1
2023-07-09,Dutchess,4,36
2023-07-09,Erie,4,16
2023-07-09,Essex,1,12
2023-07-09,Finger Lakes,11,123
2023-07-09,Franklin,0,6
2023-07-09,Fulton,1,3
2023-07-09,Genesee,0,3
2023-07-09,Greene,1,3
2023-07-09,Hamilton,0,0
2023-07-09,Herkimer,0,1
2023-07-09,Jefferson,0,43
2023-07-09,Kings,52,803
2023-07-09,Lewis,0,4
2023-07-09,Livingston,0,1
2023-07-09,Long Island,82,669
2023-07-09,Madison,0,6
2023-07-09,Mid-Hudson,38,623
2023-07-09,Mohawk Valley,3,31
2023-07-09,Monroe,7,82
2023-07-09,Montgomery,1,3
2023-07-09,Nassau,44,375
2023-07-09,New York,38,602
2023-07-09,New York City,188,2779
2023-07-09,Niagara,2,5
2023-07-09,North Country,4,119
2023-07-09,Oneida,0,22
2023-07-09,Onondaga,1,104
2023-07-09,Ontario,4,17
2023-07-09,Orange,5,109
2023-07-09,Orleans,0,3
2023-07-09,Oswego,1,34
2023-07-09,Otsego,1,2
2023-07-09,Putnam,1,26
2023-07-09,Queens,55,652
2023-07-09,Rensselaer,1,16
2023-07-09,Richmond,7,87
2023-07-09,Rockland,5,87
2023-07-09,STATEWIDE,346,4664
2023-07-09,Saratoga,2,37
2023-07-09,Schenectady,0,6
2023-07-09,Schoharie,0,0
2023-07-09,Schuyler,0,0
2023-07-09,Seneca,0,6
2023-07-09,Southern Tier,0,15
2023-07-09,St. Lawrence,3,33
2023-07-09,Steuben,0,2
2023-07-09,Suffolk,38,294
2023-07-09,Sullivan,0,8
2023-07-09,Tioga,0,0
2023-07-09,Tompkins,0,3
2023-07-09,Ulster,1,25
2023-07-09,Warren,0,4
2023-07-09,Washington,1,10
2023-07-09,Wayne,0,11
2023-07-09,Westchester,22,332
2023-07-09,Western New York,9,30
2023-07-09,Wyoming,0,0
2023-07-09,Yates,0,0
2023-07-08,Albany,2,43
2023-07-08,Allegany,0,0
2023-07-08,Bronx,12,722
2023-07-08,Broome,3,7
2023-07-08,Capital Region,5,181
2023-07-08,Cattaraugus,1,3
2023-07-08,Cayuga,0,6
2023-07-08,Central New York,8,153
2023-07-08,Chautauqua,2,10
2023-07-08,Chemung,1,10
2023-07-08,Chenango,0,2
2023-07-08,Clinton,1,23
2023-07-08,Columbia,0,6
2023-07-08,Cortland,1,6
2023-07-08,Delaware,0,2
2023-07-08,Dutchess,3,46
2023-07-08,Erie,14,41
2023-07-08,Essex,0,11
2023-07-08,Finger Lakes,11,146
2023-07-08,Franklin,0,10
2023-07-08,Fulton,0,6
2023-07-08,Genesee,1,8
2023-07-08,Greene,0,3
2023-07-08,Hamilton,0,0
2023-07-08,Herkimer,0,5
2023-07-08,Jefferson,0,51
2023-07-08,Kings,33,977
2023-07-08,Lewis,0,3
2023-07-08,Livingston,0,1
2023-07-08,Long Island,55,799
2023-07-08,Madison,0,9
2023-07-08,Mid-Hudson,40,887
2023-07-08,Mohawk Valley,0,61
2023-07-08,Monroe,10,97
2023-07-08,Montgomery,0,5
2023-07-08,Nassau,33,470
2023-07-08,New York,34,745
2023-07-08,New York City,123,3506
2023-07-08,Niagara,1,7
2023-07-08,North Country,4,144
2023-07-08,Oneida,0,43
2023-07-08,Onondaga,7,99
2023-07-08,Ontario,0,7
2023-07-08,Orange,14,192
2023-07-08,Orleans,0,4
2023-07-08,Oswego,0,33
2023-07-08,Otsego,0,2
2023-07-08,Putnam,3,45
2023-07-08,Queens,32,961
2023-07-08,Rensselaer,0,27
2023-07-08,Richmond,12,101
2023-07-08,Rockland,3,107
2023-07-08,STATEWIDE,272,5974
2023-07-08,Saratoga,2,67
2023-07-08,Schenectady,1,11
2023-07-08,Schoharie,0,0
2023-07-08,Schuyler,0,1
2023-07-08,Seneca,0,8
2023-07-08,Southern Tier,8,36
2023-07-08,St. Lawrence,3,46
2023-07-08,Steuben,2,7
2023-07-08,Suffolk,22,329
2023-07-08,Sullivan,1,27
2023-07-08,Tioga,1,2
2023-07-08,Tompkins,1,5
2023-07-08,Ulster,4,41
2023-07-08,Warren,0,13
2023-07-08,Washington,0,11
2023-07-08,Wayne,0,15
2023-07-08,Westchester,12,429
2023-07-08,Western New York,18,61
2023-07-08,Wyoming,0,4
2023-07-08,Yates,0,2
2023-07-07,Albany,1,42
2023-07-07,Allegany,0,2
2023-07-07,Bronx,48,971
2023-07-07,Broome,3,7
2023-07-07,Capital Region,5,172
2023-07-07,Cattaraugus,2,4
2023-07-07,Cayuga,2,11
2023-07-07,Central New York,13,236
2023-07-07,Chautauqua,2,59
2023-07-07,Chemung,1,12
2023-07-07,Chenango,1,54
2023-07-07,Clinton,1,33
2023-07-07,Columbia,1,5
2023-07-07,Cortland,0,10
2023-07-07,Delaware,0,0
2023-07-07,Dutchess,3,56
2023-07-07,Erie,9,55
2023-07-07,Essex,0,9
2023-07-07,Finger Lakes,13,173
2023-07-07,Franklin,0,19
2023-07-07,Fulton,0,14
2023-07-07,Genesee,0,11
2023-07-07,Greene,0,3
2023-07-07,Hamilton,0,2
2023-07-07,Herkimer,0,6
2023-07-07,Jefferson,5,59
2023-07-07,Kings,83,1136
2023-07-07,Lewis,0,10
2023-07-07,Livingston,1,2
2023-07-07,Long Island,134,1104
2023-07-07,Madison,0,29
2023-07-07,Mid-Hudson,86,939
2023-07-07,Mohawk Valley,6,101
2023-07-07,Monroe,10,112
2023-07-07,Montgomery,0,1
2023-07-07,Nassau,67,598
2023-07-07,New York,74,830
2023-07-07,New York City,317,4066
2023-07-07,Niagara,1,7
2023-07-07,North Country,9,170
2023-07-07,Oneida,3,73
2023-07-07,Onondaga,8,144
2023-07-07,Ontario,2,11
2023-07-07,Orange,8,134
2023-07-07,Orleans,0,4
2023-07-07,Oswego,3,42
2023-07-07,Otsego,3,4
2023-07-07,Putnam,3,39
2023-07-07,Queens,97,1002
2023-07-07,Rensselaer,2,28
2023-07-07,Richmond,15,127
2023-07-07,Rockland,14,132
2023-07-07,STATEWIDE,606,7175
2023-07-07,Saratoga,0,57
2023-07-07,Schenectady,0,15
2023-07-07,Schoharie,0,3
2023-07-07,Schuyler,0,0
2023-07-07,Seneca,0,11
2023-07-07,Southern Tier,9,87
2023-07-07,St. Lawrence,3,38
2023-07-07,Steuben,0,4
2023-07-07,Suffolk,67,506
2023-07-07,Sullivan,1,15
2023-07-07,Tioga,2,4
2023-07-07,Tompkins,2,6
2023-07-07,Ulster,7,38
2023-07-07,Warren,1,8
2023-07-07,Washington,0,14
2023-07-07,Wayne,0,20
2023-07-07,Westchester,50,525
2023-07-07,Western New York,14,127
2023-07-07,Wyoming,0,1
2023-07-07,Yates,0,1
2023-07-06,Albany,10,60
2023-07-06,Allegany,0,1
2023-07-06,Bronx,23,754
2023-07-06,Broome,3,10
2023-07-06,Capital Region,17,178
2023-07-06,Cattaraugus,1,6
2023-07-06,Cayuga,0,6
2023-07-06,Central New York,8,185
2023-07-06,Chautauqua,3,46
2023-07-06,Chemung,1,15
2023-07-06,Chenango,6,41
2023-07-06,Clinton,1,27
2023-07-06,Columbia,0,6
2023-07-06,Cortland,0,8
2023-07-06,Delaware,0,2
2023-07-06,Dutchess,4,47
2023-07-06,Erie,19,85
2023-07-06,Essex,0,11
2023-07-06,Finger Lakes,7,164
2023-07-06,Franklin,2,13
2023-07-06,Fulton,1,18
2023-07-06,Genesee,0,11
2023-07-06,Greene,0,4
2023-07-06,Hamilton,0,0
2023-07-06,Herkimer,1,6
2023-07-06,Jefferson,5,74
2023-07-06,Kings,44,922
2023-07-06,Lewis,0,4
2023-07-06,Livingston,0,1
2023-07-06,Long Island,54,858
2023-07-06,Madison,0,11
2023-07-06,Mid-Hudson,52,974
2023-07-06,Mohawk Valley,10,101
2023-07-06,Monroe,4,111
2023-07-06,Montgomery,1,6
2023-07-06,Nassau,27,474
2023-07-06,New York,32,568
2023-07-06,New York City,151,3105
2023-07-06,Niagara,2,10
2023-07-06,North Country,10,187
2023-07-06,Oneida,4,64
2023-07-06,Onondaga,7,114
2023-07-06,Ontario,1,12
2023-07-06,Orange,10,214
2023-07-06,Orleans,1,2
2023-07-06,Oswego,1,46
2023-07-06,Otsego,2,3
2023-07-06,Putnam,2,43
2023-07-06,Queens,43,765
2023-07-06,Rensselaer,3,25
2023-07-06,Richmond,9,96
2023-07-06,Rockland,2,93
2023-07-06,STATEWIDE,349,5996
2023-07-06,Saratoga,4,53
2023-07-06,Schenectady,0,11
2023-07-06,Schoharie,1,4
2023-07-06,Schuyler,0,2
2023-07-06,Seneca,0,14
2023-07-06,Southern Tier,15,96
2023-07-06,St. Lawrence,2,58
2023-07-06,Steuben,3,16
2023-07-06,Suffolk,27,384
2023-07-06,Sullivan,2,40
2023-07-06,Tioga,2,2
2023-07-06,Tompkins,0,8
2023-07-06,Ulster,2,28
2023-07-06,Warren,0,9
2023-07-06,Washington,0,10
2023-07-06,Wayne,1,11
2023-07-06,Westchester,30,509
2023-07-06,Western New York,25,148
2023-07-06,Wyoming,0,1
2023-07-06,Yates,0,1
2023-07-05,Albany,5,66
2023-07-05,Allegany,1,1
2023-07-05,Bronx,13,462
2023-07-05,Broome,0,4
2023-07-05,Capital Region,14,168
2023-07-05,Cattaraugus,3,6
2023-07-05,Cayuga,0,5
2023-07-05,Central New York,6,180
2023-07-05,Chautauqua,0,3
2023-07-05,Chemung,0,29
2023-07-05,Chenango,1,4
2023-07-05,Clinton,0,14
2023-07-05,Columbia,1,5
2023-07-05,Cortland,0,19
2023-07-05,Delaware,0,1
2023-07-05,Dutchess,4,26
2023-07-05,Erie,3,20
2023-07-05,Essex,0,12
2023-07-05,Finger Lakes,18,148
2023-07-05,Franklin,0,6
2023-07-05,Fulton,1,7
2023-07-05,Genesee,0,4
2023-07-05,Greene,0,2
2023-07-05,Hamilton,0,0
2023-07-05,Herkimer,0,4
2023-07-05,Jefferson,0,40
2023-07-05,Kings,29,631
2023-07-05,Lewis,0,9
2023-07-05,Livingston,0,3
2023-07-05,Long Island,38,595
2023-07-05,Madison,1,32
2023-07-05,Mid-Hudson,34,531
2023-07-05,Mohawk Valley,2,71
2023-07-05,Monroe,13,91
2023-07-05,Montgomery,0,2
2023-07-05,Nassau,26,351
2023-07-05,New York,23,487
2023-07-05,New York City,107,2242
2023-07-05,Niagara,0,7
2023-07-05,North Country,0,101
2023-07-05,Oneida,1,57
2023-07-05,Onondaga,4,92
2023-07-05,Ontario,3,12
2023-07-05,Orange,6,85
2023-07-05,Orleans,1,7
2023-07-05,Oswego,1,32
2023-07-05,Otsego,0,1
2023-07-05,Putnam,1,19
2023-07-05,Queens,39,596
2023-07-05,Rensselaer,0,24
2023-07-05,Richmond,3,66
2023-07-05,Rockland,4,61
2023-07-05,STATEWIDE,229,4123
2023-07-05,Saratoga,3,45
2023-07-05,Schenectady,3,13
2023-07-05,Schoharie,0,0
2023-07-05,Schuyler,1,1
2023-07-05,Seneca,0,6
2023-07-05,Southern Tier,3,50
2023-07-05,St. Lawrence,0,20
2023-07-05,Steuben,1,5
2023-07-05,Suffolk,12,244
2023-07-05,Sullivan,0,9
2023-07-05,Tioga,0,2
2023-07-05,Tompkins,0,4
2023-07-05,Ulster,4,20
2023-07-05,Warren,1,7
2023-07-05,Washington,1,6
2023-07-05,Wayne,1,22
2023-07-05,Westchester,15,311
2023-07-05,Western New York,7,37
2023-07-05,Wyoming,0,2
2023-07-05,Yates,0,1
2023-07-04,Albany,2,67
2023-07-04,Allegany,0,1
2023-07-04,Bronx,26,1301
2023-07-04,Broome,2,2
2023-07-04,Capital Region,6,194
2023-07-04,Cattaraugus,1,6
2023-07-04,Cayuga,0,6
2023-07-04,Central New York,8,201
2023-07-04,Chautauqua,1,4
2023-07-04,Chemung,1,18
2023-07-04,Chenango,0,16
2023-07-04,Clinton,2,32
2023-07-04,Columbia,0,5
2023-07-04,Cortland,0,4
2023-07-04,Delaware,0,0
2023-07-04,Dutchess,2,42
2023-07-04,Erie,9,34
2023-07-04,Essex,0,16
2023-07-04,Finger Lakes,11,106
2023-07-04,Franklin,0,11
2023-07-04,Fulton,0,9
2023-07-04,Genesee,0,9
2023-07-04,Greene,1,5
2023-07-04,Hamilton,0,1
2023-07-04,Herkimer,0,2
2023-07-04,Jefferson,1,38
2023-07-04,Kings,25,965
2023-07-04,Lewis,0,4
2023-07-04,Livingston,0,4
2023-07-04,Long Island,51,948
2023-07-04,Madison,0,25
2023-07-04,Mid-Hudson,39,852
2023-07-04,Mohawk Valley,0,55
2023-07-04,Monroe,10,61
2023-07-04,Montgomery,0,2
2023-07-04,Nassau,25,545
2023-07-04,New York,18,587
2023-07-04,New York City,106,3787
2023-07-04,Niagara,1,31
2023-07-04,North Country,4,134
2023-07-04,Oneida,0,37
2023-07-04,Onondaga,8,126
2023-07-04,Ontario,0,6
2023-07-04,Orange,9,187
2023-07-04,Orleans,0,0
2023-07-04,Oswego,0,40
2023-07-04,Otsego,0,1
2023-07-04,Putnam,4,29
2023-07-04,Queens,32,840
2023-07-04,Rensselaer,0,26
2023-07-04,Richmond,5,94
2023-07-04,Rockland,1,103
2023-07-04,STATEWIDE,245,6403
2023-07-04,Saratoga,1,60
2023-07-04,Schenectady,1,15
2023-07-04,Schoharie,0,4
2023-07-04,Schuyler,1,1
2023-07-04,Seneca,0,10
2023-07-04,Southern Tier,8,50
2023-07-04,St. Lawrence,1,32
2023-07-04,Steuben,0,6
2023-07-04,Suffolk,26,403
2023-07-04,Sullivan,1,26
2023-07-04,Tioga,3,4
2023-07-04,Tompkins,1,3
2023-07-04,Ulster,5,37
2023-07-04,Warren,0,6
2023-07-04,Washington,1,10
2023-07-04,Wayne,0,12
2023-07-04,Westchester,17,428
2023-07-04,Western New York,12,76
2023-07-04,Wyoming,1,3
2023-07-04,Yates,0,1
2023-07-03,Albany,5,82
2023-07-03,Allegany,0,4
2023-07-03,Bronx,47,494
2023-07-03,Broome,1,15
2023-07-03,Capital Region,14,256
2023-07-03,Cattaraugus,6,9
2023-07-03,Cayuga,0,7
2023-07-03,Central New York,3,211
2023-07-03,Chautauqua,0,5
2023-07-03,Chemung,0,18
2023-07-03,Chenango,3,29
2023-07-03,Clinton,3,50
2023-07-03,Columbia,2,18
2023-07-03,Cortland,0,10
2023-07-03,Delaware,0,0
2023-07-03,Dutchess,3,35
2023-07-03,Erie,7,118
2023-07-03,Essex,0,11
2023-07-03,Finger Lakes,13,232
2023-07-03,Franklin,0,18
2023-07-03,Fulton,1,12
2023-07-03,Genesee,1,7
2023-07-03,Greene,1,6
2023-07-03,Hamilton,0,0
2023-07-03,Herkimer,1,8
2023-07-03,Jefferson,1,48
2023-07-03,Kings,91,747
2023-07-03,Lewis,0,3
2023-07-03,Livingston,2,8
2023-07-03,Long Island,119,826
2023-07-03,Madison,0,25
2023-07-03,Mid-Hudson,50,618
2023-07-03,Mohawk Valley,6,101
2023-07-03,Monroe,10,159
2023-07-03,Montgomery,1,7
2023-07-03,Nassau,66,445
2023-07-03,New York,82,554
2023-07-03,New York City,284,2480
2023-07-03,Niagara,0,17
2023-07-03,North Country,6,161
2023-07-03,Oneida,1,69
2023-07-03,Onondaga,3,138
2023-07-03,Ontario,0,14
2023-07-03,Orange,5,108
2023-07-03,Orleans,0,2
2023-07-03,Oswego,0,31
2023-07-03,Otsego,1,3
2023-07-03,Putnam,2,15
2023-07-03,Queens,57,601
2023-07-03,Rensselaer,1,50
2023-07-03,Richmond,7,84
2023-07-03,Rockland,3,86
2023-07-03,STATEWIDE,520,5134
2023-07-03,Saratoga,2,64
2023-07-03,Schenectady,3,23
2023-07-03,Schoharie,1,2
2023-07-03,Schuyler,1,5
2023-07-03,Seneca,0,15
2023-07-03,Southern Tier,12,96
2023-07-03,St. Lawrence,2,31
2023-07-03,Steuben,2,15
2023-07-03,Suffolk,53,381
2023-07-03,Sullivan,1,7
2023-07-03,Tioga,3,6
2023-07-03,Tompkins,2,8
2023-07-03,Ulster,2,41
2023-07-03,Warren,0,7
2023-07-03,Washington,0,6
2023-07-03,Wayne,0,25
2023-07-03,Westchester,34,326
2023-07-03,Western New York,13,153
2023-07-03,Wyoming,0,1
2023-07-03,Yates,0,1
2023-07-02,Albany,3,46
2023-07-02,Allegany,0,0
2023-07-02,Bronx,18,678
2023-07-02,Broome,1,2
2023-07-02,Capital Region,7,112
2023-07-02,Cattaraugus,0,0
2023-07-02,Cayuga,0,6
2023-07-02,Central New York,6,143
2023-07-02,Chautauqua,0,6
2023-07-02,Chemung,1,17
2023-07-02,Chenango,1,45
2023-07-02,Clinton,0,19
2023-07-02,Columbia,0,4
2023-07-02,Cortland,0,1
2023-07-02,Delaware,0,0
2023-07-02,Dutchess,5,40
2023-07-02,Erie,5,21
2023-07-02,Essex,0,4
2023-07-02,Finger Lakes,6,122
2023-07-02,Franklin,0,7
2023-07-02,Fulton,1,14
2023-07-02,Genesee,0,2
2023-07-02,Greene,1,1
2023-07-02,Hamilton,1,3
2023-07-02,Herkimer,0,5
2023-07-02,Jefferson,0,37
2023-07-02,Kings,20,648
2023-07-02,Lewis,1,8
2023-07-02,Livingston,0,0
2023-07-02,Long Island,46,657
2023-07-02,Madison,0,14
2023-07-02,Mid-Hudson,24,588
2023-07-02,Mohawk Valley,1,59
2023-07-02,Monroe,6,79
2023-07-02,Montgomery,0,5
2023-07-02,Nassau,31,407
2023-07-02,New York,22,590
2023-07-02,New York City,95,2589
2023-07-02,Niagara,0,3
2023-07-02,North Country,2,107
2023-07-02,Oneida,0,32
2023-07-02,Onondaga,3,104
2023-07-02,Ontario,0,13
2023-07-02,Orange,4,83
2023-07-02,Orleans,0,3
2023-07-02,Oswego,3,18
2023-07-02,Otsego,0,3
2023-07-02,Putnam,0,37
2023-07-02,Queens,32,585
2023-07-02,Rensselaer,0,7
2023-07-02,Richmond,3,88
2023-07-02,Rockland,3,76
2023-07-02,STATEWIDE,198,4482
2023-07-02,Saratoga,1,28
2023-07-02,Schenectady,1,11
2023-07-02,Schoharie,0,0
2023-07-02,Schuyler,0,1
2023-07-02,Seneca,0,7
2023-07-02,Southern Tier,6,75
2023-07-02,St. Lawrence,0,29
2023-07-02,Steuben,1,7
2023-07-02,Suffolk,15,250
2023-07-02,Sullivan,1,14
2023-07-02,Tioga,1,2
2023-07-02,Tompkins,1,1
2023-07-02,Ulster,0,21
2023-07-02,Warren,0,9
2023-07-02,Washington,1,6
2023-07-02,Wayne,0,16
2023-07-02,Westchester,11,317
2023-07-02,Western New York,5,30
2023-07-02,Wyoming,0,1
2023-07-02,Yates,0,1
2023-07-01,Albany,1,48
2023-07-01,Allegany,0,3
2023-07-01,Bronx,21,648
2023-07-01,Broome,3,5
2023-07-01,Capital Region,7,157
2023-07-01,Cattaraugus,0,4
2023-07-01,Cayuga,0,6
2023-07-01,Central New York,4,175
2023-07-01,Chautauqua,0,6
2023-07-01,Chemung,0,9
2023-07-01,Chenango,2,3
2023-07-01,Clinton,3,29
2023-07-01,Columbia,0,7
2023-07-01,Cortland,0,8
2023-07-01,Delaware,0,3
2023-07-01,Dutchess,7,54
2023-07-01,Erie,9,42
2023-07-01,Essex,1,17
2023-07-01,Finger Lakes,14,193
2023-07-01,Franklin,1,11
2023-07-01,Fulton,0,9
2023-07-01,Genesee,0,14
2023-07-01,Greene,0,4
2023-07-01,Hamilton,0,0
2023-07-01,Herkimer,0,3
2023-07-01,Jefferson,0,41
2023-07-01,Kings,32,978
2023-07-01,Lewis,0,7
2023-07-01,Livingston,1,1
2023-07-01,Long Island,36,751
2023-07-01,Madison,1,16
2023-07-01,Mid-Hudson,47,820
2023-07-01,Mohawk Valley,3,88
2023-07-01,Monroe,8,124
2023-07-01,Montgomery,0,6
2023-07-01,Nassau,20,411
2023-07-01,New York,38,694
2023-07-01,New York City,135,3295
2023-07-01,Niagara,0,7
2023-07-01,North Country,5,134
2023-07-01,Oneida,1,63
2023-07-01,Onondaga,3,110
2023-07-01,Ontario,0,8
2023-07-01,Orange,10,144
2023-07-01,Orleans,0,5
2023-07-01,Oswego,0,35
2023-07-01,Otsego,1,5
2023-07-01,Putnam,3,33
2023-07-01,Queens,39,903
2023-07-01,Rensselaer,2,24
2023-07-01,Richmond,5,72
2023-07-01,Rockland,3,120
2023-07-01,STATEWIDE,269,5717
2023-07-01,Saratoga,2,43
2023-07-01,Schenectady,0,13
2023-07-01,Schoharie,1,2
2023-07-01,Schuyler,0,2
2023-07-01,Seneca,1,11
2023-07-01,Southern Tier,9,42
2023-07-01,St. Lawrence,0,29
2023-07-01,Steuben,1,11
2023-07-01,Suffolk,16,340
2023-07-01,Sullivan,3,29
2023-07-01,Tioga,2,3
2023-07-01,Tompkins,1,6
2023-07-01,Ulster,2,31
2023-07-01,Warren,1,13
2023-07-01,Washington,1,5
2023-07-01,Wayne,3,25
2023-07-01,Westchester,19,409
2023-07-01,Western New York,9,62
2023-07-01,Wyoming,0,2
2023-07-01,Yates,1,3
2023-06-30,Albany,1,65
2023-06-30,Allegany,0,0
2023-06-30,Bronx,25,883
2023-06-30,Broome,5,10
2023-06-30,Capital Region,14,213
2023-06-30,Cattaraugus,5,8
2023-06-30,Cayuga,1,14
2023-06-30,Central New York,11,222
2023-06-30,Chautauqua,1,9
2023-06-30,Chemung,3,39
2023-06-30,Chenango,0,7
2023-06-30,Clinton,3,54
2023-06-30,Columbia,1,7
2023-06-30,Cortland,1,6
2023-06-30,Delaware,3,6
2023-06-30,Dutchess,4,71
2023-06-30,Erie,4,31
2023-06-30,Essex,0,13
2023-06-30,Finger Lakes,19,191
2023-06-30,Franklin,0,7
2023-06-30,Fulton,0,12
2023-06-30,Genesee,3,11
2023-06-30,Greene,0,3
2023-06-30,Hamilton,1,1
2023-06-30,Herkimer,0,5
2023-06-30,Jefferson,1,46
2023-06-30,Kings,36,964
2023-06-30,Lewis,0,8
2023-06-30,Livingston,0,10
2023-06-30,Long Island,48,963
2023-06-30,Madison,1,19
2023-06-30,Mid-Hudson,64,1024
2023-06-30,Mohawk Valley,2,98
2023-06-30,Monroe,13,113
2023-06-30,Montgomery,0,4
2023-06-30,Nassau,35,539
2023-06-30,New York,39,928
2023-06-30,New York City,144,3766
2023-06-30,Niagara,2,10
2023-06-30,North Country,5,181
2023-06-30,Oneida,1,72
2023-06-30,Onondaga,6,125
2023-06-30,Ontario,1,13
2023-06-30,Orange,10,182
2023-06-30,Orleans,1,15
2023-06-30,Oswego,2,58
2023-06-30,Otsego,1,4
2023-06-30,Putnam,5,38
2023-06-30,Queens,39,893
2023-06-30,Rensselaer,3,25
2023-06-30,Richmond,5,98
2023-06-30,Rockland,11,138
2023-06-30,STATEWIDE,333,6805
2023-06-30,Saratoga,7,71
2023-06-30,Schenectady,0,17
2023-06-30,Schoharie,0,1
2023-06-30,Schuyler,0,4
2023-06-30,Seneca,0,10
2023-06-30,Southern Tier,14,89
2023-06-30,St. Lawrence,0,52
2023-06-30,Steuben,0,6
2023-06-30,Suffolk,13,424
2023-06-30,Sullivan,1,40
2023-06-30,Tioga,2,5
2023-06-30,Tompkins,1,12
2023-06-30,Ulster,2,64
2023-06-30,Warren,0,9
2023-06-30,Washington,2,16
2023-06-30,Wayne,0,16
2023-06-30,Westchester,31,491
2023-06-30,Western New York,12,58
2023-06-30,Wyoming,1,2
2023-06-30,Yates,0,1
2023-06-29,Albany,1,60
2023-06-29,Allegany,0,1
2023-06-29,Bronx,44,1193
2023-06-29,Broome,8,13
2023-06-29,Capital Region,12,214
2023-06-29,Cattaraugus,1,5
2023-06-29,Cayuga,0,13
2023-06-29,Central New York,3,218
2023-06-29,Chautauqua,0,2
2023-06-29,Chemung,2,18
2023-06-29,Chenango,0,5
2023-06-29,Clinton,2,27
2023-06-29,Columbia,1,11
2023-06-29,Cortland,1,8
2023-06-29,Delaware,0,2
2023-06-29,Dutchess,8,147
2023-06-29,Erie,10,51
2023-06-29,Essex,1,11
2023-06-29,Finger Lakes,22,237
2023-06-29,Franklin,1,24
2023-06-29,Fulton,0,12
2023-06-29,Genesee,1,8
2023-06-29,Greene,0,7
2023-06-29,Hamilton,0,3
2023-06-29,Herkimer,0,14
2023-06-29,Jefferson,2,60
2023-06-29,Kings,71,1331
2023-06-29,Lewis,1,13
2023-06-29,Livingston,3,6
2023-06-29,Long Island,118,1126
2023-06-29,Madison,0,19
2023-06-29,Mid-Hudson,74,1057
2023-06-29,Mohawk Valley,3,132
2023-06-29,Monroe,15,148
2023-06-29,Montgomery,0,9
2023-06-29,Nassau,57,625
2023-06-29,New York,81,1514
2023-06-29,New York City,289,5113
2023-06-29,Niagara,0,8
2023-06-29,North Country,8,185
2023-06-29,Oneida,1,90
2023-06-29,Onondaga,0,129
2023-06-29,Ontario,1,11
2023-06-29,Orange,10,138
2023-06-29,Orleans,0,6
2023-06-29,Oswego,2,49
2023-06-29,Otsego,1,5
2023-06-29,Putnam,2,41
2023-06-29,Queens,73,943
2023-06-29,Rensselaer,1,40
2023-06-29,Richmond,20,132
2023-06-29,Rockland,11,155
2023-06-29,STATEWIDE,554,8405
2023-06-29,Saratoga,4,47
2023-06-29,Schenectady,3,23
2023-06-29,Schoharie,1,2
2023-06-29,Schuyler,0,1
2023-06-29,Seneca,0,31
2023-06-29,Southern Tier,14,56
2023-06-29,St. Lawrence,1,47
2023-06-29,Steuben,2,9
2023-06-29,Suffolk,61,501
2023-06-29,Sullivan,0,29
2023-06-29,Tioga,1,2
2023-06-29,Tompkins,1,6
2023-06-29,Ulster,4,51
2023-06-29,Warren,1,16
